time_stamp,open,high,low,close,volume,SMA50,SMA100,SMA200,EMA50,EMA100,EMA200,WMA50,WMA100,WMA200,DEMA50,DEMA100,DEMA200,TEMA50,TEMA100,MACD,MACD_HIST,MACD_SIGN,B2B20SMARLB,B2B20SMARMB,B2B20SMARUB,B2B20EMARLB,B2B20EMARMB,B2B20EMARUB,B2B20WMARLB,B2B20WMARMB,B2B20WMARUB,B2B20DEMARLB,B2B20DEMARMB,B2B20DEMARUB,B2B20TEMARLB,B2B20TEMARMB,B2B20TEMARUB,B2B20T3RLB,B2B20T3RMB,B2B20T3RUB,B2B20TRIMARLB,B2B20TRIMARMB,B2B20TRIMARUB,B2B20KAMARLB,B2B20KAMARMB,B2B20KAMARUB,B2B20MAMARLB,B2B20MAMARMB,B2B20MAMARUB,momentum50,momentum100,momentum200,RSI7,RSI14,RSI21,MFI7,MFI14,MFI21,closeChg,closePctChg,Change
7/30/2019 13:44,1898.5311,1898.9,1898.5311,1898.715,5748,1896.4642,1896.4755,1896.5118,1896.9267,1896.7416,1897.7027,1897.1623,1896.5853,1896.3373,1897.5401,1896.395,1895.4588,1896.108,1894.3372,0.4732,0.1365,0.3367,1895.6069,1897.2513,1898.8957,1895.906,1897.5504,1899.1948,1895.95,1897.5944,1899.2388,1896.5015,1898.1459,1899.7903,1896.6854,1898.3298,1899.9742,1895.3807,1897.0251,1898.6695,1895.4255,1897.0699,1898.7143,1896.3805,1898.0249,1899.6693,1895.7952,1897.4396,1899.084,4.715,3.7545,-5.175,79.2976,68.1053,62.6629,91.0757,86.0974,67.401,-0.095,-0.005003634,1
7/30/2019 13:45,1899.1899,1899.2439,1899,1899.2439,2506,1896.5712,1896.5195,1896.4914,1897.0176,1896.7912,1897.718,1897.2713,1896.6402,1896.3645,1897.6943,1896.5,1895.5117,1896.1484,1894.3504,0.5493,0.17,0.3792,1895.4853,1897.3455,1899.2057,1895.8515,1897.7117,1899.5719,1895.924,1897.7842,1899.6444,1896.5362,1898.3964,1900.2566,1896.7833,1898.6435,1900.5037,1895.3283,1897.1885,1899.0487,1895.3488,1897.209,1899.0692,1896.2606,1898.1208,1899.981,1895.6378,1897.498,1899.3582,5.3539,4.4039,-4.0861,84.56,72.0357,65.456,89.2715,95.7332,69.5648,-0.5289,-0.027855681,1
7/30/2019 13:46,1899.9354,1899.9354,1899.66,1899.66,4516,1896.6964,1896.567,1896.4884,1897.1212,1896.848,1897.7373,1897.3924,1896.7023,1896.396,1897.8709,1896.6182,1895.5721,1896.1911,1894.3647,0.6358,0.2052,0.4305,1895.3448,1897.461,1899.5772,1895.781,1897.8972,1900.0135,1895.8884,1898.0046,1900.1208,1896.5684,1898.6846,1900.8008,1896.8849,1899.0011,1901.1173,1895.2954,1897.4116,1899.5278,1895.2561,1897.3723,1899.4885,1896.7742,1898.8904,1901.0066,1895.4531,1897.5693,1899.6855,6.26,4.7509,-0.59,87.4809,74.6794,67.4664,94.612,95.8485,74.6865,-0.4161,-0.021908719,1
7/30/2019 13:48,1899.65,1899.8546,1899.63,1899.6801,3291,1896.828,1896.6086,1896.4842,1897.2216,1896.9041,1897.7567,1897.5094,1896.764,1896.4278,1898.0383,1896.7338,1895.6321,1896.2364,1894.38,0.6979,0.2139,0.484,1895.3008,1897.6035,1899.9062,1895.7644,1898.067,1900.3697,1895.9133,1898.216,1900.5186,1896.6304,1898.9331,1901.2357,1896.9878,1899.2905,1901.5932,1895.4415,1897.7441,1900.0468,1895.2526,1897.5553,1899.858,1896.9826,1899.2852,1901.5879,1895.3515,1897.6542,1899.9569,6.5801,4.16,-0.85,87.6125,74.8028,67.5618,80.0578,87.934,73.3788,-0.0201,-0.001058084,1
7/30/2019 13:49,1899.9399,1899.9399,1899.72,1899.72,2542,1896.9536,1896.6476,1896.4755,1897.3195,1896.9598,1897.7762,1897.6228,1896.8256,1896.46,1898.1984,1896.8476,1895.6921,1896.2844,1894.3965,0.7418,0.2062,0.5356,1895.3487,1897.7655,1900.1823,1895.8077,1898.2245,1900.6412,1896.0007,1898.4175,1900.8343,1896.7336,1899.1504,1901.5672,1897.1113,1899.5281,1901.9449,1895.7248,1898.1416,1900.5584,1895.3312,1897.748,1900.1647,1897.0858,1899.5026,1901.9194,1895.3355,1897.7523,1900.169,6.28,3.9,-1.73,87.908,75.0637,67.7596,85.989,87.9051,77.8001,-0.0399,-0.002100354,1
7/30/2019 13:50,1899.42,1899.5106,1899.2345,1899.5106,4973,1897.0874,1896.6807,1896.4769,1897.4055,1897.0103,1897.7935,1897.7231,1896.8823,1896.4902,1898.3324,1896.9498,1895.7472,1896.3351,1894.4141,0.751,0.1724,0.5786,1895.5321,1897.936,1900.3399,1895.943,1898.3469,1900.7509,1896.1798,1898.5837,1900.9877,1896.8916,1899.2956,1901.6995,1897.2538,1899.6577,1902.0617,1896.0568,1898.4607,1900.8646,1895.5383,1897.9422,1900.3461,1897.0991,1899.503,1901.9069,1895.4575,1897.8614,1900.2653,6.6882,3.3107,0.2806,76.7102,70.9152,65.5576,68.8857,76.4412,75.6127,0.2094,0.011022677,1
7/30/2019 13:52,1899.92,1901.1479,1899.675,1900.98,12671,1897.2417,1896.7463,1896.487,1897.5456,1897.0889,1897.8252,1897.8758,1896.9674,1896.535,1898.5709,1897.1067,1895.8307,1896.3891,1894.433,0.8669,0.2306,0.6363,1895.5878,1898.18,1900.7722,1896.0055,1898.5977,1901.1899,1896.2814,1898.8736,1901.4659,1897.0906,1899.6829,1902.2751,1897.5418,1900.1341,1902.7263,1896.5632,1899.1554,1901.7476,1895.5549,1898.1472,1900.7394,1897.0081,1899.6003,1902.1926,1895.3926,1897.9849,1900.5771,7.7128,6.5599,2.02,88.6005,79.4851,72.2125,77.204,80.3566,80.9742,-1.4694,-0.077356768,1
7/30/2019 13:53,1901.37,1901.824,1901.09,1901.58,8183,1897.4033,1896.8076,1896.4992,1897.7038,1897.1779,1897.8625,1898.0459,1897.0631,1896.5857,1898.8409,1897.2824,1895.9248,1896.4467,1894.4532,0.9957,0.2875,0.7082,1895.7022,1898.4656,1901.229,1896.1184,1898.8817,1901.6451,1896.4341,1899.1974,1901.9608,1897.3571,1900.1205,1902.8839,1897.9044,1900.6677,1903.4311,1897.1915,1899.9549,1902.7183,1895.603,1898.3663,1901.1297,1896.9359,1899.6993,1902.4627,1895.3626,1898.126,1900.8893,8.08,6.13,2.4347,90.8306,81.8382,74.3383,78.6448,82.8938,82.6027,-0.6,-0.031562668,1
7/30/2019 13:54,1901.5583,1902.6732,1901.5,1902.6732,8943,1897.5609,1896.8844,1896.5175,1897.8987,1897.2867,1897.9104,1898.2526,1897.1793,1896.6471,1899.1784,1897.4959,1896.0394,1896.5087,1894.4748,1.1725,0.3714,0.801,1895.6654,1898.7883,1901.9111,1896.12,1899.2428,1902.3657,1896.4753,1899.5982,1902.721,1897.5675,1900.6903,1903.8132,1898.2515,1901.3743,1904.4971,1897.7573,1900.8801,1904.0029,1895.4861,1898.6089,1901.7318,1896.7252,1899.848,1902.9708,1895.1667,1898.2896,1901.4124,7.8812,7.6732,3.6632,93.5239,85.1752,77.6149,81.6959,83.7429,88.4637,-1.0932,-0.057489035,1
7/30/2019 13:55,1902.35,1902.9249,1902.35,1902.835,14425,1897.7131,1896.9577,1896.542,1898.0923,1897.3966,1897.9594,1898.4594,1897.2971,1896.71,1899.5078,1897.7093,1896.1555,1896.5756,1894.498,1.3105,0.4076,0.9029,1895.6358,1899.0876,1902.5395,1896.1331,1899.5849,1903.0368,1896.5317,1899.9836,1903.4354,1897.7522,1901.2041,1904.656,1898.5264,1901.9783,1905.4301,1898.081,1901.5329,1904.9848,1895.4227,1898.8745,1902.3264,1897.4874,1900.9393,1904.3911,1895.0259,1898.4778,1901.9296,7.611,7.335,4.9071,93.8364,85.5968,78.0503,84.9966,87.6089,89.7667,-0.1618,-0.008503825,1
7/30/2019 13:56,1903.1909,1903.1909,1902.65,1902.83,5564,1897.8743,1897.0337,1896.5721,1898.2781,1897.5042,1898.0079,1898.66,1897.4134,1896.7725,1899.8166,1897.9161,1896.2699,1896.6478,1894.5229,1.4033,0.4003,1.003,1895.7376,1899.3881,1903.0387,1896.2434,1899.894,1903.5446,1896.6894,1900.34,1903.9905,1897.988,1901.6386,1905.2891,1898.8019,1902.4524,1906.103,1898.3208,1901.9714,1905.622,1895.5108,1899.1614,1902.812,1898.234,1901.8846,1905.5352,1895.0396,1898.6902,1902.3408,8.0599,7.5996,6.0199,93.6732,85.5158,78.001,91.3312,88.2005,89.8925,0.005,0.000262766,1
7/30/2019 13:57,1902.5601,1902.8424,1902.2092,1902.6436,4871,1898.0172,1897.0901,1896.595,1898.4493,1897.6059,1898.054,1898.8471,1897.5245,1896.8329,1900.0919,1898.1095,1896.379,1896.7256,1894.5494,1.4452,0.3537,1.0914,1895.9268,1899.6694,1903.412,1896.4132,1900.1559,1903.8985,1896.9074,1900.65,1904.3926,1898.2286,1901.9712,1905.7138,1899.029,1902.7716,1906.5142,1898.4315,1902.1741,1905.9167,1895.7194,1899.462,1903.2046,1898.5215,1902.2641,1906.0067,1895.1812,1898.9238,1902.6664,7.1436,5.6434,4.5736,87.0927,82.3869,76.1211,83.4983,84.2016,85.3193,0.1864,0.009795936,1
7/30/2019 13:58,1902.64,1902.64,1902.2408,1902.28,4728,1898.1587,1897.138,1896.6072,1898.5995,1897.6985,1898.096,1899.0142,1897.6273,1896.8895,1900.3221,1898.2828,1896.4793,1896.8089,1894.5778,1.4325,0.2728,1.1597,1896.1693,1899.9164,1903.6635,1896.611,1900.3582,1904.1053,1897.1515,1900.8987,1904.6458,1898.4365,1902.1837,1905.9308,1899.1699,1902.917,1906.6641,1898.4522,1902.1993,1905.9464,1896.019,1899.7661,1903.5132,1898.5178,1902.2649,1906.012,1895.4264,1899.1735,1902.9206,7.0764,4.79,2.4401,75.0905,76.5077,72.5411,83.832,79.2172,80.7433,0.3636,0.019110253,1
7/30/2019 13:59,1902.08,1902.208,1901.24,1901.733,4226,1898.2634,1897.1853,1896.6088,1898.7224,1897.7784,1898.1322,1899.1544,1897.7183,1896.9405,1900.4955,1898.4294,1896.5675,1896.8975,1894.608,1.3626,0.1624,1.2002,1896.4699,1900.127,1903.7842,1896.8319,1900.4891,1904.1463,1897.4145,1901.0717,1904.7288,1898.602,1902.2592,1905.9164,1899.2154,1902.8726,1906.5298,1898.4647,1902.1219,1905.7791,1896.4107,1900.0679,1903.725,1898.5811,1902.2383,1905.8955,1895.7751,1899.4322,1903.0894,5.233,4.723,0.329,60.4632,68.5777,67.5237,72.8614,74.6654,76.6158,0.547,0.028754968,1
7/30/2019 14:00,1901.63,1902.3101,1901.63,1902.09,5144,1898.3889,1897.2301,1896.6124,1898.8545,1897.8638,1898.1716,1899.3045,1897.8154,1896.9951,1900.6849,1898.5856,1896.6614,1896.9912,1894.6401,1.3208,0.0964,1.2244,1896.7212,1900.333,1903.9448,1897.0297,1900.6416,1904.2534,1897.6468,1901.2586,1904.8704,1898.7692,1902.381,1905.9928,1899.2965,1902.9083,1906.5201,1898.5049,1902.1167,1905.7285,1896.7597,1900.3715,1903.9833,1898.6191,1902.2309,1905.8427,1896.0835,1899.6954,1903.3072,6.2773,4.48,0.71,65.5692,70.7111,68.9931,71.1413,74.4915,77.6131,-0.357,-0.018772351,1
