time_stamp,open,high,low,close,volume,SMA50,SMA100,SMA200,EMA50,EMA100,EMA200,WMA50,WMA100,WMA200,DEMA50,DEMA100,DEMA200,TEMA50,TEMA100,MACD,MACD_HIST,MACD_SIGN,B2B20SMARLB,B2B20SMARMB,B2B20SMARUB,B2B20EMARLB,B2B20EMARMB,B2B20EMARUB,B2B20WMARLB,B2B20WMARMB,B2B20WMARUB,B2B20DEMARLB,B2B20DEMARMB,B2B20DEMARUB,B2B20TEMARLB,B2B20TEMARMB,B2B20TEMARUB,B2B20T3RLB,B2B20T3RMB,B2B20T3RUB,B2B20TRIMARLB,B2B20TRIMARMB,B2B20TRIMARUB,B2B20KAMARLB,B2B20KAMARMB,B2B20KAMARUB,B2B20MAMARLB,B2B20MAMARMB,B2B20MAMARUB,momentum50,momentum100,momentum200,RSI7,RSI14,RSI21,MFI7,MFI14,MFI21,closeChg,closePctChg,Change
7/31/2019 10:46,1891.4399,1891.49,1890.5551,1891.49,7347,1893.4825,1894.1972,1897.8234,1892.9959,1894.2625,1895.9429,1893.0628,1893.226,1895.4983,1891.6888,1891.9921,1893.4981,1892.4476,1895.6492,-0.8498,0.0564,-0.9061,1888.7299,1891.8418,1894.9537,1888.7939,1891.9058,1895.0177,1888.1198,1891.2317,1894.3436,1887.6425,1890.7544,1893.8663,1887.1802,1890.2921,1893.404,1889.8354,1892.9472,1896.0591,1888.2862,1891.3981,1894.5099,1888.0134,1891.1253,1894.2372,1890.0283,1893.1402,1896.2521,1.99,-7.1901,-7.7539,50.7091,45.9463,46.0776,68.9086,40.0605,36.029,-0.29,-0.015334179,1
7/31/2019 10:47,1891.33,1891.9252,1891.04,1891.8,5038,1893.4921,1894.1305,1897.7841,1892.949,1894.2138,1895.9017,1892.9968,1893.1786,1895.4384,1891.6481,1891.9405,1893.4404,1892.4367,1895.572,-0.7528,0.1227,-0.8755,1888.8039,1891.7218,1894.6398,1888.9778,1891.8958,1894.8137,1888.3098,1891.2278,1894.1457,1887.9269,1890.8449,1893.7629,1887.5996,1890.5176,1893.4355,1889.9949,1892.9128,1895.8308,1888.2902,1891.2081,1894.1261,1888.2411,1891.159,1894.077,1889.9705,1892.8885,1895.8065,0.4801,-6.6676,-7.86,54.6256,47.6375,47.0996,67.5893,45.9237,38.9067,-0.31,-0.016389196,1
7/31/2019 10:48,1892,1893,1892,1892.67,7370,1893.509,1894.0697,1897.7491,1892.938,1894.1832,1895.8696,1892.9646,1893.1496,1895.3875,1891.6777,1891.925,1893.4009,1892.423,1895.4952,-0.5989,0.2213,-0.8202,1888.8336,1891.6862,1894.5387,1889.117,1891.9695,1894.822,1888.4655,1891.3181,1894.1706,1888.2329,1891.0854,1893.938,1888.0877,1890.9402,1893.7927,1890.058,1892.9105,1895.7631,1888.2294,1891.082,1893.9345,1888.3821,1891.2346,1894.0871,1889.8039,1892.6565,1895.509,0.8451,-6.08,-7.01,63.9917,52.1604,49.8975,69.4777,48.141,44.6207,-0.87,-0.045987948,1
7/31/2019 10:49,1892.8295,1893.7562,1892.8,1893.7562,7365,1893.5375,1894.0158,1897.7193,1892.9701,1894.1747,1895.8485,1892.9743,1893.1434,1895.3478,1891.79,1891.9529,1893.3837,1892.4074,1895.4187,-0.3848,0.3483,-0.7331,1888.8702,1891.6694,1894.4686,1889.3405,1892.1397,1894.9389,1888.716,1891.5152,1894.3144,1888.6946,1891.4938,1894.293,1888.7786,1891.5778,1894.377,1890.1167,1892.9159,1895.7151,1888.2284,1891.0276,1893.8268,1888.5615,1891.3607,1894.1599,1889.6531,1892.4523,1895.2515,1.4263,-5.3938,-5.9637,72.3154,57.1382,53.1461,69.5349,54.4864,49.8684,-1.0862,-0.057389825,1
7/31/2019 10:50,1894,1894.73,1893.3325,1894.73,9977,1893.5833,1893.9634,1897.6954,1893.0391,1894.1857,1895.8374,1893.021,1893.1576,1895.3181,1891.9716,1892.0187,1893.386,1892.3908,1895.3427,-0.135,0.4785,-0.6135,1888.8961,1891.662,1894.4279,1889.6204,1892.3864,1895.1523,1889.0408,1891.8067,1894.5726,1889.2592,1892.0252,1894.7911,1889.5929,1892.3588,1895.1248,1890.159,1892.925,1895.6909,1888.2871,1891.053,1893.8189,1890.2794,1893.0453,1895.8113,1889.5185,1892.2844,1895.0504,2.29,-5.24,-4.7806,77.7056,61.0509,55.8413,72.1062,64.7602,51.3338,-0.9738,-0.051421614,1
7/31/2019 10:51,1894.6471,1894.7,1894.25,1894.6101,3835,1893.6283,1893.912,1897.6635,1893.1007,1894.1941,1895.8252,1893.0613,1893.1704,1895.2874,1892.1343,1892.0783,1893.3861,1892.3739,1895.2672,0.0527,0.5329,-0.4802,1888.8186,1891.69,1894.5614,1889.7267,1892.5981,1895.4696,1889.2161,1892.0875,1894.9589,1889.5916,1892.463,1895.3344,1890.0979,1892.9693,1895.8407,1890.0672,1892.9386,1895.8101,1888.2821,1891.1535,1894.0249,1890.9563,1893.8277,1896.6991,1889.2851,1892.1565,1895.0279,2.2501,-5.1399,-6.3699,75.5918,60.3209,55.4292,81.5018,73.932,49.1564,0.1199,0.006328078,1
7/31/2019 10:52,1894.76,1895.22,1894.715,1895.17,5707,1893.7076,1893.8703,1897.6315,1893.1819,1894.2135,1895.8187,1893.1217,1893.1953,1895.2625,1892.3313,1892.1584,1893.3974,1892.3576,1895.1925,0.2438,0.5792,-0.3354,1888.5881,1891.816,1895.0439,1889.6152,1892.8431,1896.071,1889.191,1892.4189,1895.6468,1889.7145,1892.9424,1896.1703,1890.3848,1893.6127,1896.8406,1889.789,1893.0169,1896.2448,1888.0926,1891.3205,1894.5484,1891.271,1894.4989,1897.7268,1888.8437,1892.0716,1895.2994,3.9608,-4.1699,-6.4099,78.743,62.5722,56.9862,100,73.8912,53.3289,-0.5599,-0.029552255,1
7/31/2019 10:53,1895.22,1896.4301,1895.05,1895.78,12980,1893.8174,1893.8407,1897.597,1893.2838,1894.2445,1895.8183,1893.203,1893.2331,1895.2441,1892.5644,1892.2606,1893.4207,1892.3428,1895.1185,0.4394,0.6199,-0.1805,1888.3518,1892.0133,1895.6747,1889.4613,1893.1228,1896.7843,1889.135,1892.7964,1896.4579,1889.8043,1893.4657,1897.1272,1890.6311,1894.2926,1897.954,1889.5421,1893.2036,1896.865,1887.8749,1891.5363,1895.1978,1890.909,1894.5704,1898.2319,1888.3706,1892.032,1895.6935,5.49,-2.96,-6.8932,81.7393,64.9081,58.639,100,85.4256,60.408,-0.61,-0.032187086,0
7/31/2019 10:54,1896.0085,1896.16,1895.7,1895.9685,5626,1893.8902,1893.8203,1897.5627,1893.3891,1894.2786,1895.8198,1893.2874,1893.2753,1895.2279,1892.7991,1892.3674,1893.4476,1892.3302,1895.0454,0.6027,0.6265,-0.0238,1888.1517,1892.1996,1896.2475,1889.3459,1893.3938,1897.4417,1889.1252,1893.1731,1897.221,1889.9014,1893.9493,1897.9972,1890.8418,1894.8897,1898.9376,1889.3319,1893.3798,1897.4277,1887.7522,1891.8001,1895.8481,1890.5924,1894.6403,1898.6882,1887.9901,1892.0381,1896.086,3.6423,-2.0315,-6.8665,82.6223,65.622,59.1483,100,85.2339,64.6656,-0.1885,-0.009943137,0
7/31/2019 10:55,1896.16,1896.16,1895.89,1896.13,4534,1893.9517,1893.8058,1897.5292,1893.4965,1894.3153,1895.8229,1893.3752,1893.321,1895.2137,1893.033,1892.4779,1893.4773,1892.3205,1894.9735,0.7366,0.6084,0.1282,1888.0106,1892.4041,1896.7976,1889.2609,1893.6544,1898.0479,1889.1539,1893.5474,1897.941,1889.9992,1894.3927,1898.7863,1891.0156,1895.4091,1899.8026,1889.189,1893.5825,1897.976,1887.7274,1892.1209,1896.5144,1890.3213,1894.7148,1899.1083,1887.6946,1892.0882,1896.4817,3.0756,-1.45,-6.7,83.4236,66.2555,59.5958,100,85.2206,64.9953,-0.1615,-0.008518074,0
7/31/2019 10:56,1896.0874,1896.0874,1895.16,1895.7314,3965,1893.9709,1893.7823,1897.4946,1893.5842,1894.3433,1895.8219,1893.445,1893.3591,1895.1958,1893.223,1892.5698,1893.4988,1892.3143,1894.9026,0.8014,0.5385,0.2629,1888.1451,1892.6688,1897.1924,1889.3286,1893.8522,1898.3759,1889.3407,1893.8643,1898.388,1890.1756,1894.6992,1899.2229,1891.1934,1895.717,1900.2407,1889.3415,1893.8651,1898.3888,1887.9643,1892.4879,1897.0116,1890.242,1894.7656,1899.2893,1887.6538,1892.1775,1896.7011,0.9614,-2.3505,-6.9121,73.6463,63.1621,57.9506,91.4941,80.4654,65.8449,0.3986,0.021021765,0
7/31/2019 10:57,1895.6876,1895.6876,1894.21,1894.536,7493,1893.9711,1893.7385,1897.4559,1893.6215,1894.3471,1895.8092,1893.4672,1893.374,1895.1663,1893.3104,1892.6125,1893.4965,1892.3114,1894.833,0.7476,0.3878,0.3598,1888.4919,1892.8999,1897.3078,1889.5094,1893.9173,1898.3253,1889.6343,1894.0422,1898.4501,1890.3347,1894.7426,1899.1505,1891.2359,1895.6438,1900.0517,1889.5214,1893.9293,1898.3373,1888.4623,1892.8702,1897.2782,1890.3405,1894.7484,1899.1563,1887.8882,1892.2961,1896.7041,0.01,-4.3849,-7.744,52.227,54.885,53.3151,74.0463,73.0027,67.5277,1.1954,0.063057456,0
7/31/2019 10:58,1894.64,1894.7706,1893.8481,1894.1227,3733,1893.9556,1893.686,1897.4178,1893.6412,1894.3427,1895.7924,1893.4731,1893.3816,1895.1332,1893.3611,1892.638,1893.4861,1892.3118,1894.7645,0.664,0.2433,0.4207,1888.8896,1893.1089,1897.3283,1889.7175,1893.9369,1898.1563,1889.9393,1894.1586,1898.378,1890.4819,1894.7012,1898.9206,1891.2422,1895.4615,1899.6809,1889.725,1893.9444,1898.1637,1889.0292,1893.2486,1897.468,1890.4584,1894.6778,1898.8971,1888.2149,1892.4343,1896.6537,-0.7773,-5.251,-7.6104,46.7431,52.3314,51.8105,65.5144,74.0273,71.2898,0.4133,0.021815368,0
7/31/2019 10:59,1893.47,1893.8199,1893.08,1893.8199,4067,1893.9399,1893.6344,1897.3765,1893.6482,1894.3323,1895.7727,1893.4678,1893.3843,1895.0974,1893.3858,1892.6513,1893.47,1892.3152,1894.6973,0.5668,0.1169,0.4499,1889.4894,1893.3352,1897.181,1890.08,1893.9258,1897.7716,1890.3805,1894.2263,1898.0721,1890.7614,1894.6072,1898.453,1891.3743,1895.2201,1899.0659,1890.0871,1893.9329,1897.7787,1889.7569,1893.6027,1897.4485,1890.7891,1894.6349,1898.4807,1888.7372,1892.583,1896.4288,-0.7836,-5.16,-8.27,42.8945,50.479,50.71,54.5943,78.366,67.9846,0.3028,0.015986293,0
7/31/2019 11:00,1893.17,1893.85,1892.9,1893,4712,1893.8739,1893.5744,1897.3223,1893.6228,1894.306,1895.7452,1893.4309,1893.3717,1895.0538,1893.3463,1892.6323,1893.438,1892.3212,1894.6313,0.4187,-0.0249,0.4436,1889.7813,1893.4471,1897.1129,1890.1718,1893.8376,1897.5034,1890.5286,1894.1944,1897.8602,1890.7086,1894.3744,1898.0402,1891.1322,1894.798,1898.4638,1890.2335,1893.8993,1897.5651,1890.2348,1893.9006,1897.5664,1890.8873,1894.5531,1898.219,1889.0664,1892.7322,1896.398,-3.3,-6,-10.8483,34.0386,45.7547,47.8211,29.7867,72.2584,71.0927,0.8199,0.043293452,0
7/31/2019 11:01,1892.9,1892.9,1891.62,1891.9,5740,1893.7689,1893.5039,1897.2577,1893.5552,1894.2583,1895.7069,1893.3535,1893.3386,1894.9999,1893.2247,1892.5711,1893.3848,1892.329,1894.5664,0.2102,-0.1867,0.397,1890.0378,1893.5188,1896.9999,1890.172,1893.6531,1897.1341,1890.566,1894.0471,1897.5281,1890.4907,1893.9718,1897.4528,1890.6767,1894.1578,1897.6388,1890.3795,1893.8606,1897.3416,1890.6567,1894.1377,1897.6188,1890.9395,1894.4205,1897.9015,1889.3898,1892.8708,1896.3519,-5.25,-7.0499,-12.9104,25.7258,40.3051,44.2687,13.2533,65.9003,66.4692,1.1,0.058108822,0
7/31/2019 11:02,1890.98,1891.49,1890.74,1890.985,4786,1893.6392,1893.4283,1897.1906,1893.4544,1894.1935,1895.6599,1893.2443,1893.2887,1894.9375,1893.04,1892.4762,1893.3144,1892.3379,1894.5026,-0.0285,-0.3404,0.3119,1889.9561,1893.4963,1897.0364,1889.8588,1893.399,1896.9391,1890.2656,1893.8058,1897.3459,1889.9173,1893.4574,1896.9976,1889.8501,1893.3902,1896.9304,1890.2981,1893.8382,1897.3784,1890.759,1894.2991,1897.8393,1889.1626,1892.7027,1896.2429,1889.4481,1892.9882,1896.5284,-6.485,-7.5601,-13.425,20.7967,36.4192,41.5714,0,59.2046,62.8747,0.915,0.048364078,1
7/31/2019 11:03,1890.6899,1890.9,1890.26,1890.9,4688,1893.5172,1893.3467,1897.1207,1893.3542,1894.1283,1895.6126,1893.1369,1893.2386,1894.8749,1892.8598,1892.381,1893.2435,1892.347,1894.4397,-0.222,-0.4271,0.2051,1889.831,1893.4603,1897.0895,1889.5317,1893.161,1896.7902,1889.9292,1893.5585,1897.1878,1889.3693,1892.9985,1896.6278,1889.1086,1892.7379,1896.3671,1890.1781,1893.8073,1897.4366,1890.753,1894.3823,1898.0115,1888.9833,1892.6126,1896.2419,1889.4485,1893.0778,1896.7071,-6.1,-8.16,-13.97,20.3738,36.0714,41.3259,0,52.1502,58.4978,0.085,0.004495012,1
7/31/2019 11:04,1890.77,1891.387,1890.4208,1891.0483,5869,1893.4214,1893.2654,1897.0452,1893.2638,1894.0673,1895.5671,1893.0401,1893.1931,1894.8144,1892.7019,1892.2949,1893.1767,1892.3558,1894.3777,-0.3593,-0.4515,0.0922,1889.8578,1893.4674,1897.077,1889.3502,1892.9598,1896.5693,1889.7192,1893.3288,1896.9384,1889.0212,1892.6308,1896.2403,1888.6346,1892.2442,1895.8538,1890.1833,1893.7929,1897.4024,1890.7732,1894.3828,1897.9924,1888.9248,1892.5344,1896.144,1889.5273,1893.1369,1896.7464,-4.7916,-8.1317,-15.0963,23.5402,37.1988,41.9542,17.4589,49.6149,58.5687,-0.1483,-0.007842826,0
7/31/2019 11:05,1891.0601,1891.49,1891.0601,1891.425,4805,1893.3141,1893.1986,1896.9778,1893.1917,1894.015,1895.5259,1892.9618,1893.1567,1894.7585,1892.5825,1892.2264,1893.1185,1892.3637,1894.3165,-0.4327,-0.4199,-0.0128,1889.8961,1893.4787,1897.0612,1889.2311,1892.8136,1896.3961,1889.5518,1893.1343,1896.7168,1888.8012,1892.3837,1895.9662,1888.3601,1891.9427,1895.5252,1890.1963,1893.7788,1897.3614,1890.7121,1894.2946,1897.8771,1888.847,1892.4295,1896.012,1889.584,1893.1665,1896.749,-5.365,-6.6749,-13.485,31.5999,40.0886,43.5658,30.779,50.2309,62.4087,-0.3767,-0.019920168,0
7/31/2019 11:06,1891.61,1891.8212,1891.3,1891.3,5443,1893.2259,1893.134,1896.908,1893.1175,1893.9612,1895.4839,1892.8828,1893.1191,1894.702,1892.461,1892.1553,1893.0588,1892.3704,1894.2561,-0.4952,-0.3859,-0.1093,1889.8647,1893.4692,1897.0737,1889.0649,1892.6695,1896.274,1889.3223,1892.9268,1896.5313,1888.5456,1892.1501,1895.7546,1888.0656,1891.6701,1895.2746,1890.1603,1893.7648,1897.3693,1890.5167,1894.1212,1897.7257,1888.7573,1892.3618,1895.9663,1889.5638,1893.1683,1896.7728,-4.4116,-6.46,-13.96,30.3609,39.4401,43.1484,44.7087,50.0568,68.677,0.125,0.006608774,0
7/31/2019 11:07,1891.45,1891.45,1891.0601,1891.3018,2391,1893.1592,1893.071,1896.838,1893.0463,1893.9085,1895.4423,1892.8074,1893.0828,1894.6462,1892.3471,1892.0868,1893.0001,1892.3757,1894.1965,-0.5384,-0.3433,-0.1951,1889.7874,1893.4443,1897.1011,1888.8824,1892.5392,1896.196,1889.0636,1892.7204,1896.3772,1888.2946,1891.9514,1895.6082,1887.7985,1891.4553,1895.1121,1890.0866,1893.7434,1897.4003,1890.2231,1893.8799,1897.5368,1888.652,1892.3088,1895.9656,1889.4878,1893.1447,1896.8015,-3.3326,-6.2982,-13.9983,30.4045,39.4545,43.1562,47.7923,38.727,65.3983,-0.0018,-9.52E-05,0
7/31/2019 11:08,1891.01,1891.03,1890.08,1890.16,7863,1893.126,1893.003,1896.7654,1892.9331,1893.8343,1895.3897,1892.6898,1893.0252,1894.5798,1892.1526,1891.9759,1892.9198,1892.379,1894.1374,-0.6572,-0.3697,-0.2875,1889.4013,1893.3188,1897.2362,1888.3951,1892.3126,1896.2301,1888.4901,1892.4076,1896.3251,1887.6583,1891.5758,1895.4933,1887.0746,1890.9921,1894.9096,1889.6747,1893.5922,1897.5096,1889.6603,1893.5777,1897.4952,1888.2839,1892.2014,1896.1189,1889.1768,1893.0943,1897.0118,-1.6599,-6.7999,-14.5299,20.4451,33.6836,39.3593,44.9695,29.4601,59.8059,1.1418,0.060371116,1
7/31/2019 11:09,1890.415,1890.415,1889,1889.17,8617,1893.0562,1892.9228,1896.6874,1892.7856,1893.742,1895.3278,1892.5346,1892.9493,1894.5042,1891.8938,1891.8298,1892.8212,1892.3795,1894.0789,-0.8218,-0.4274,-0.3944,1888.7836,1893.0895,1897.3953,1887.7075,1892.0133,1896.3192,1887.7066,1892.0125,1896.3183,1886.77,1891.0759,1895.3818,1886.0604,1890.3663,1894.6721,1888.821,1893.1269,1897.4327,1888.9142,1893.2201,1897.5259,1887.7439,1892.0498,1896.3557,1888.7082,1893.0141,1897.3199,-3.49,-8.0199,-15.59,15.3565,29.6357,36.4404,40.6344,21.7207,53.2801,0.99,0.052376518,1
7/31/2019 11:10,1889.25,1889.886,1889,1889.665,5187,1892.977,1892.8362,1896.6089,1892.6632,1893.6612,1895.2715,1892.4016,1892.8848,1894.4343,1891.6889,1891.7078,1892.734,1892.3768,1894.0208,-0.9019,-0.406,-0.4959,1888.3539,1892.8362,1897.3185,1887.3074,1891.7897,1896.272,1887.2041,1891.6863,1896.1686,1886.2569,1890.7392,1895.2215,1885.5125,1889.9948,1894.4771,1888.1832,1892.6655,1897.1478,1888.3492,1892.8315,1897.3138,1887.4483,1891.9306,1896.4129,1888.4233,1892.9056,1897.3879,-3.96,-8.6649,-15.705,26.0876,33.9121,38.8223,40.1328,21.3727,48.1987,-0.495,-0.026201983,1
7/31/2019 11:11,1889.5654,1889.88,1889.475,1889.7004,6281,1892.8476,1892.7615,1896.5352,1892.547,1893.5828,1895.216,1892.2732,1892.8227,1894.3656,1891.4993,1891.5912,1892.6489,1892.3705,1893.963,-0.9515,-0.3645,-0.587,1887.9878,1892.5907,1897.1937,1886.9877,1891.5907,1896.1936,1886.7847,1891.3877,1895.9906,1885.8573,1890.4602,1895.0632,1885.1115,1889.7144,1894.3174,1887.682,1892.2849,1896.8879,1887.8357,1892.4386,1897.0416,1887.2161,1891.8191,1896.422,1888.1689,1892.7718,1897.3748,-6.4685,-7.4696,-14.7346,26.8613,34.22,38.994,40.7346,30.188,46.5727,-0.0354,-0.001873348,1
7/31/2019 11:12,1889.7603,1891.5956,1889.7603,1891.5956,6491,1892.7514,1892.7274,1896.4715,1892.5097,1893.5434,1895.18,1892.2241,1892.7996,1894.3164,1891.4672,1891.5527,1892.6028,1892.361,1893.9056,-0.8284,-0.1931,-0.6353,1887.948,1892.412,1896.876,1887.1272,1891.5912,1896.0551,1886.829,1891.2929,1895.7569,1886.1048,1890.5688,1895.0327,1885.5278,1889.9918,1894.4557,1887.7767,1892.2407,1896.7046,1887.612,1892.076,1896.5399,1887.2434,1891.7073,1896.1713,1888.1595,1892.6234,1897.0874,-4.8145,-3.4044,-12.7544,55.7742,48.1477,47.3061,43.0979,37.5449,47.7415,-1.8952,-0.10029103,0
7/31/2019 11:13,1891.4279,1891.84,1890.8872,1891.34,5542,1892.6331,1892.7079,1896.3957,1892.4638,1893.4998,1895.1418,1892.1687,1892.7721,1894.2654,1891.4181,1891.5057,1892.5524,1892.3484,1893.8485,-0.7428,-0.0861,-0.6568,1887.9839,1892.19,1896.396,1887.3612,1891.5672,1895.7733,1886.9848,1891.1908,1895.3969,1886.4145,1890.6206,1894.8266,1885.961,1890.167,1894.3731,1887.95,1892.156,1896.3621,1887.5493,1891.7554,1895.9614,1887.4829,1891.689,1895.895,1888.2617,1892.4677,1896.6738,-5.91,-1.9501,-15.16,52.5079,46.7111,46.4106,43.2305,43.9102,47.6654,0.2556,0.013512402,0
7/31/2019 11:14,1891.1899,1891.1899,1889.16,1889.16,5635,1892.4615,1892.6785,1896.3129,1892.3343,1893.4139,1895.0823,1892.0325,1892.7018,1894.1934,1891.2051,1891.375,1892.4597,1892.3323,1893.7916,-0.8413,-0.1476,-0.6937,1887.8237,1891.8496,1895.8755,1887.3121,1891.338,1895.3639,1886.8763,1890.9023,1894.9282,1886.2481,1890.2741,1894.3,1885.7317,1889.7576,1893.7835,1887.6997,1891.7256,1895.7516,1887.436,1891.4619,1895.4879,1887.5366,1891.5625,1895.5884,1888.2763,1892.3022,1896.3282,-8.5845,-2.9399,-16.5514,33.1765,36.664,39.6835,40.1584,43.4043,39.3019,2.18,0.115262195,1
7/31/2019 11:15,1889.1,1889.2395,1888.5,1888.5,9514,1892.2733,1892.6463,1896.2286,1892.1839,1893.3166,1895.0168,1891.8772,1892.6191,1894.1157,1890.9545,1891.2227,1892.3555,1892.3123,1893.7349,-0.9614,-0.2142,-0.7472,1887.6991,1891.4681,1895.2371,1887.2987,1891.0677,1894.8367,1886.8143,1890.5832,1894.3522,1886.0916,1889.8606,1893.6296,1885.4947,1889.2637,1893.0327,1887.4302,1891.1992,1894.9682,1887.4177,1891.1867,1894.9557,1887.6404,1891.4094,1895.1784,1888.3548,1892.1238,1895.8928,-9.41,-3.2277,-16.8608,29.3585,34.2612,37.9354,38.7624,41.4404,33.2035,0.66,0.034936162,1
7/31/2019 11:16,1888.8101,1889.1,1888.5,1889.1,9431,1892.1183,1892.6383,1896.1465,1892.063,1893.2331,1894.9579,1891.7527,1892.5489,1894.0447,1890.7656,1891.0988,1892.2648,1892.288,1893.6783,-0.9968,-0.1996,-0.7971,1887.7821,1891.1365,1894.4909,1887.5259,1890.8803,1894.2347,1887.0033,1890.3577,1893.7121,1886.2642,1889.6186,1892.973,1885.6748,1889.0292,1892.3836,1887.58,1890.9343,1894.2887,1887.5798,1890.9342,1894.2885,1887.9395,1891.2939,1894.6483,1888.5794,1891.9338,1895.2882,-7.75,-0.8,-16.42,37.0423,38.2245,40.4396,57.7152,49.9907,35.8667,-0.6,-0.031771247,1
7/31/2019 11:17,1888.9399,1889.05,1888.5601,1888.5601,3133,1892.0055,1892.6072,1896.0633,1891.9256,1893.1405,1894.8943,1891.6132,1892.4681,1893.9692,1890.5471,1890.9579,1892.1649,1892.2594,1893.6216,-1.0562,-0.2072,-0.849,1887.6895,1890.8377,1893.9859,1887.5111,1890.6593,1893.8075,1886.9642,1890.1123,1893.2605,1886.1696,1889.3178,1892.466,1885.5642,1888.7124,1891.8606,1887.5123,1890.6605,1893.8087,1887.5488,1890.697,1893.8452,1886.7788,1889.927,1893.0752,1888.5842,1891.7324,1894.8806,-5.6399,-3.11,-16.6299,33.2457,36.1144,38.9544,60.2922,50.8946,36.1165,0.5399,0.028579747,1
7/31/2019 11:18,1889.422,1889.668,1888.71,1889.6232,8152,1891.9303,1892.5872,1895.9841,1891.8353,1893.0709,1894.8418,1891.5198,1892.409,1893.9052,1890.4242,1890.8632,1892.0877,1892.2263,1893.5649,-1.0059,-0.1255,-0.8803,1887.8118,1890.6127,1893.4137,1887.7597,1890.5606,1893.3616,1887.1957,1889.9967,1892.7976,1886.4567,1889.2576,1892.0586,1885.9437,1888.7447,1891.5456,1887.7884,1890.5894,1893.3903,1887.6834,1890.4844,1893.2854,1887.1108,1889.9118,1892.7128,1888.7239,1891.5248,1894.3258,-3.7605,-1.9968,-15.8546,45.9674,42.8089,43.2624,61.8421,52.1584,42.6014,-1.0631,-0.056291563,1
7/31/2019 11:19,1889.29,1889.29,1888.5,1889.1725,4439,1891.8319,1892.5812,1895.9037,1891.7309,1892.9937,1894.7854,1891.4116,1892.3414,1893.8374,1890.2747,1890.754,1892.0028,1892.189,1893.5081,-0.991,-0.0885,-0.9025,1887.9335,1890.3804,1892.8272,1887.9816,1890.4284,1892.8753,1887.4127,1889.8595,1892.3063,1886.6831,1889.1299,1891.5767,1886.223,1888.6699,1891.1167,1888.0422,1890.489,1892.9358,1887.861,1890.3078,1892.7547,1887.0953,1889.5421,1891.989,1888.8671,1891.314,1893.7608,-4.9192,-0.5975,-16.0834,42.0079,40.8544,41.9448,50.4483,46.9212,42.3602,0.4507,0.023851316,1
7/31/2019 11:20,1888.53,1889.4,1888.53,1889.2417,7249,1891.7192,1892.5631,1895.8228,1891.6333,1892.9194,1894.7302,1891.31,1892.2753,1893.7711,1890.1405,1890.6512,1891.9207,1892.1475,1893.4511,-0.9625,-0.048,-0.9145,1888.017,1890.1924,1892.3679,1888.14,1890.3154,1892.4909,1887.5756,1889.7511,1891.9265,1886.8628,1889.0383,1891.2137,1886.466,1888.6414,1890.8169,1888.2436,1890.419,1892.5944,1887.9942,1890.1697,1892.3451,1887.3517,1889.5271,1891.7026,1888.9272,1891.1026,1893.2781,-5.6357,-1.8083,-16.1669,42.8893,41.2977,42.2285,52.22,47.9828,47.0453,-0.0692,-0.003662979,1
7/31/2019 11:21,1889.2946,1889.2946,1888.3199,1888.88,3647,1891.6158,1892.5207,1895.7434,1891.5253,1892.8394,1894.672,1891.1987,1892.2023,1893.702,1889.9873,1890.5378,1891.8329,1892.1017,1893.3939,-0.958,-0.0348,-0.9232,1887.9432,1890.0414,1892.1397,1888.0805,1890.1787,1892.277,1887.5278,1889.6261,1891.7243,1886.8013,1888.8995,1890.9978,1886.4404,1888.5386,1890.6369,1888.252,1890.3503,1892.4485,1887.9561,1890.0544,1892.1526,1887.3965,1889.4948,1891.593,1888.794,1890.8922,1892.9905,-5.17,-4.24,-15.89,39.2522,39.6264,41.1257,54.5016,47.3237,47.4503,0.3617,0.019145248,1
7/31/2019 11:22,1888.52,1888.83,1888.3199,1888.5625,6183,1891.534,1892.4627,1895.6601,1891.4091,1892.7547,1894.6112,1891.079,1892.124,1893.6306,1889.8198,1890.4156,1891.7401,1892.0517,1893.3365,-0.9689,-0.0366,-0.9323,1887.7748,1889.9203,1892.0659,1887.8792,1890.0248,1892.1703,1887.3397,1889.4852,1891.6308,1886.5826,1888.7282,1890.8737,1886.2403,1888.3858,1890.5314,1888.1414,1890.2869,1892.4325,1887.786,1889.9315,1892.077,1887.3026,1889.4481,1891.5937,1888.5374,1890.683,1892.8285,-4.0875,-5.8075,-16.6575,36.1155,38.1662,40.1591,58.8005,48.2157,47.2868,0.3175,0.016808903,1
7/31/2019 11:23,1888.83,1890.7,1888.83,1890.7,12432,1891.5113,1892.4357,1895.5886,1891.3813,1892.714,1894.5723,1891.0462,1892.0891,1893.5812,1889.8276,1890.3814,1891.6912,1891.9981,1893.2789,-0.7959,0.1091,-0.905,1887.7813,1889.9103,1892.0393,1887.9601,1890.0891,1892.2181,1887.4305,1889.5595,1891.6885,1886.8451,1888.9741,1891.1031,1886.6998,1888.8288,1890.9578,1888.1602,1890.2892,1892.4181,1887.6683,1889.7973,1891.9262,1887.3818,1889.5107,1891.6397,1888.3548,1890.4838,1892.6128,-1.1344,-2.7001,-14.3,60.7496,51.2023,48.685,61.5402,59.5692,53.9179,-2.1375,-0.113181322,0
